Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,target
Cat,2,Domestic Short Hair,Female,Brown,No Color,Small,Short,No,No,Healthy,0,4,1
Dog,24,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,1,1
Dog,6,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,1,0
Cat,8,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,Yes,Healthy,0,3,1
Cat,72,Domestic Long Hair,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,5,1
Dog,12,Spitz,Female,Brown,Golden,Small,Medium,Not Sure,Not Sure,Healthy,0,5,1
Dog,60,Labrador Retriever,Female,Golden,Yellow,Large,Short,Not Sure,Not Sure,Healthy,0,2,1
Dog,3,Mixed Breed,Male,Yellow,White,Medium,Short,No,No,Healthy,0,2,1
Dog,4,Poodle,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,400,6,1
Dog,4,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,2,0
Dog,3,Mixed Breed,Female,Brown,White,Large,Short,Not Sure,No,Healthy,0,2,1
Cat,3,Domestic Medium Hair,Female,Brown,Golden,Small,Medium,Yes,No,Minor Injury,0,4,0
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,80,1,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,0
Dog,21,Rottweiler,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,1,1
Cat,2,American Curl,Male,Cream,White,Medium,Long,Yes,No,Healthy,400,14,1
Dog,12,Mixed Breed,Female,Cream,White,Medium,Short,No,Yes,Healthy,0,1,0
Dog,30,Terrier,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,4,0
Dog,18,Dalmatian,Male,Black,White,Medium,Medium,Yes,Yes,Healthy,0,3,0
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,20,1,1
Cat,1,Domestic Medium Hair,Male,Golden,No Color,Medium,Medium,No,No,Healthy,0,1,1
Dog,14,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,2,0
Cat,62,Domestic Short Hair,Male,Black,No Color,Large,Short,Yes,Yes,Healthy,0,2,1
Cat,6,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,No,Healthy,89,2,0
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,7,1
Cat,12,Domestic Short Hair,Female,Black,White,Medium,Short,No,Yes,Healthy,30,1,0
Cat,2,Persian,Female,Yellow,No Color,Medium,Long,Yes,No,Healthy,750,3,1
Dog,3,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,5,1
Cat,3,Bengal,Male,Golden,Yellow,Medium,Short,No,No,Healthy,0,3,1
Cat,12,Oriental Short Hair,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,50,4,0
Dog,1,Mixed Breed,Male,White,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,1
Dog,36,Shih Tzu,Male,Black,Cream,Small,Short,Not Sure,Not Sure,Healthy,0,5,1
Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,7,0
Cat,3,Domestic Medium Hair,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,8,1
Dog,36,Mixed Breed,Female,Black,No Color,Large,Short,Yes,Yes,Healthy,100,4,1
Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,2,1
Dog,36,Shih Tzu,Female,Golden,Gray,Small,Long,Not Sure,Not Sure,Healthy,0,1,1
Cat,2,Russian Blue,Female,Black,Gray,Medium,Short,Yes,No,Healthy,0,5,1
Cat,19,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,1
Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Short,No,No,Minor Injury,0,4,0
Dog,12,German Shepherd Dog,Female,Black,Brown,Small,Medium,Yes,Yes,Healthy,0,5,0
Dog,3,Labrador Retriever,Female,White,No Color,Medium,Short,Yes,No,Healthy,150,3,1
Cat,4,Tabby,Male,Gray,No Color,Small,Short,No,No,Healthy,0,12,1
Dog,2,Mixed Breed,Female,Brown,Yellow,Small,Short,Yes,No,Healthy,0,4,1
Cat,3,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,12,1
Cat,4,Siamese,Female,Brown,Gray,Large,Medium,No,No,Healthy,100,3,1
Cat,2,Domestic Medium Hair,Female,Brown,Cream,Small,Medium,No,No,Healthy,0,5,1
Cat,24,Domestic Long Hair,Female,Black,White,Medium,Long,Yes,No,Healthy,0,3,1
Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,5,1
Cat,5,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,100,30,1
Cat,14,Domestic Long Hair,Female,Black,Yellow,Large,Long,Yes,Yes,Healthy,0,2,0
Dog,50,Shih Tzu,Male,Gray,White,Small,Short,Yes,Yes,Healthy,0,4,0
Cat,3,Domestic Short Hair,Female,Black,White,Small,Medium,No,No,Healthy,0,29,1
Cat,24,Domestic Medium Hair,Female,Cream,Gray,Medium,Medium,Yes,Yes,Healthy,0,3,0
Cat,29,British Shorthair,Male,Yellow,Cream,Medium,Medium,Yes,No,Healthy,70,3,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,4,1
Cat,12,Bengal,Female,Black,White,Medium,Short,Yes,No,Healthy,0,4,1
Cat,1,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,1,1
Cat,3,Domestic Short Hair,Female,Yellow,White,Large,Medium,No,Not Sure,Healthy,100,2,1
Dog,4,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,3,1
Dog,5,Mixed Breed,Male,Brown,No Color,Small,Short,Yes,No,Healthy,0,5,1
Cat,1,Domestic Short Hair,Male,Black,Cream,Small,Short,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Black,No Color,Small,Short,No,No,Healthy,0,2,1
Dog,24,Mixed Breed,Female,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,0
Dog,2,Mixed Breed,Male,Cream,No Color,Medium,Short,No,No,Healthy,0,1,1
Dog,8,Mixed Breed,Female,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,0
Cat,6,Domestic Short Hair,Male,Yellow,No Color,Large,Short,No,No,Healthy,0,4,1
Cat,12,Domestic Medium Hair,Female,Black,Brown,Small,Medium,Yes,Yes,Healthy,200,1,0
Cat,10,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Not Sure,No,Healthy,0,1,1
Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,5,1
Dog,1,Mixed Breed,Female,Brown,White,Small,Short,No,Not Sure,Healthy,0,4,1
Dog,12,Mixed Breed,Female,Brown,Yellow,Medium,Medium,Yes,Yes,Healthy,0,2,1
Cat,3,Domestic Short Hair,Female,Yellow,White,Small,Short,Yes,Yes,Healthy,0,1,1
Dog,4,Mixed Breed,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,1,1
Cat,1,Domestic Medium Hair,Male,Golden,White,Medium,Medium,No,No,Healthy,50,7,1
Cat,1,Domestic Long Hair,Female,Golden,No Color,Small,Long,Not Sure,Not Sure,Healthy,0,5,1
Dog,5,Mixed Breed,Male,Yellow,No Color,Small,Short,No,No,Healthy,0,1,0
Dog,84,Cavalier King Charles Spaniel,Male,Brown,Golden,Medium,Long,Yes,Yes,Healthy,0,14,0
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,18,1
Dog,2,Mixed Breed,Female,Black,Yellow,Medium,Short,Yes,No,Healthy,0,3,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,1
Dog,3,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,15,1
Dog,36,Munsterlander,Female,Yellow,White,Medium,Medium,No,No,Healthy,0,3,1
Cat,12,Domestic Long Hair,Male,Black,White,Large,Medium,Yes,Yes,Healthy,0,2,0
Cat,12,Domestic Long Hair,Female,Black,Gray,Medium,Long,Not Sure,Not Sure,Healthy,5,5,1
Cat,1,Domestic Medium Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,1,1
Cat,1,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,7,1
Dog,3,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Cat,3,Singapura,Female,Black,Yellow,Medium,Medium,No,No,Healthy,0,3,1
Dog,7,Mixed Breed,Female,Black,White,Medium,Medium,No,Yes,Healthy,0,4,0
Cat,2,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,No,No,Healthy,0,4,0
Dog,72,Spitz,Male,Black,Brown,Medium,Long,Not Sure,Not Sure,Healthy,0,3,1
Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,100,1,0
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,1
Dog,24,Husky,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,1,1
Cat,12,Domestic Short Hair,Male,White,No Color,Large,Short,Not Sure,Not Sure,Healthy,0,1,1
Dog,2,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,20,1,1
Cat,60,Domestic Short Hair,Male,Golden,No Color,Large,Medium,Yes,Yes,Healthy,0,1,0
Dog,10,Shih Tzu,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,3,1
Cat,19,Domestic Medium Hair,Female,Black,Yellow,Large,Medium,Yes,Yes,Healthy,0,0,1
Dog,36,Beagle,Female,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,1,1
Cat,1,Domestic Short Hair,Male,Yellow,No Color,Small,Short,No,No,Healthy,0,4,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,12,0
Dog,96,Golden Retriever,Male,Golden,No Color,Large,Long,Yes,Yes,Healthy,0,2,1
Cat,29,Domestic Long Hair,Female,Brown,Cream,Medium,Long,No,No,Healthy,0,7,1
Dog,3,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,4,0
Dog,6,Silky Terrier,Male,Black,Brown,Small,Medium,Yes,No,Healthy,0,3,1
Dog,18,Terrier,Male,Cream,White,Medium,Medium,Yes,No,Minor Injury,0,3,0
Dog,31,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,1,0
Cat,2,Domestic Short Hair,Female,Golden,White,Medium,Short,No,No,Healthy,0,7,1
Cat,12,Turkish Angora,Male,Brown,White,Large,Long,Yes,No,Healthy,200,4,0
Dog,1,Mixed Breed,Female,Black,Brown,Small,Short,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,7,1
Dog,3,Terrier,Male,Black,White,Medium,Short,No,No,Healthy,0,9,1
Dog,60,Siberian Husky,Female,Black,Gray,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,1
Cat,11,American Shorthair,Female,Black,Gray,Medium,Medium,Not Sure,No,Healthy,250,3,0
Cat,6,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,3,1
Dog,48,Maltese,Female,White,No Color,Small,Long,Yes,No,Healthy,300,2,1
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,1
Cat,17,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Yes,No,Minor Injury,50,3,1
Dog,24,Mixed Breed,Female,Black,Cream,Medium,Short,Yes,Yes,Healthy,0,11,0
Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,1,1
Dog,5,Mixed Breed,Male,Black,Brown,Small,Short,Yes,No,Healthy,0,3,1
Dog,1,Labrador Retriever,Male,Black,White,Medium,Short,No,No,Healthy,0,2,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,1
Dog,3,Mixed Breed,Female,Black,Brown,Large,Short,Yes,Yes,Healthy,300,3,1
Cat,3,Domestic Short Hair,Female,White,No Color,Medium,Medium,Yes,No,Healthy,0,3,1
Dog,6,Mixed Breed,Male,Golden,Yellow,Medium,Medium,No,No,Healthy,0,4,1
Dog,41,Mixed Breed,Female,Black,Cream,Medium,Medium,Yes,Not Sure,Healthy,100,2,0
Dog,36,Jack Russell Terrier,Female,Brown,White,Small,Medium,Not Sure,Not Sure,Healthy,0,5,1
Dog,48,German Shepherd Dog,Female,Black,Brown,Large,Long,Yes,Yes,Healthy,0,3,1
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,150,5,1
Dog,5,Mixed Breed,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,8,1
Dog,2,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,5,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,1
Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Not Sure,Healthy,100,3,0
Cat,1,Domestic Short Hair,Female,Brown,Yellow,Small,Short,No,No,Healthy,0,1,1
Dog,24,Poodle,Female,Brown,No Color,Small,Short,Yes,Yes,Healthy,0,1,1
Cat,3,Belgian Shepherd Laekenois,Female,Gray,No Color,Small,Short,No,No,Healthy,0,2,0
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Minor Injury,0,2,1
Cat,1,American Shorthair,Female,Brown,Golden,Small,Short,No,No,Healthy,0,1,0
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,3,1
Dog,0,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,1,0
Dog,12,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,Yes,Healthy,0,2,0
Cat,12,Applehead Siamese,Female,Black,Brown,Medium,Long,No,Yes,Healthy,300,3,1
Dog,2,Mixed Breed,Female,Cream,White,Large,Short,Yes,No,Healthy,50,4,1
Dog,3,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,8,1
Dog,2,Dalmatian,Female,Black,Brown,Medium,Short,No,No,Healthy,0,7,1
Dog,24,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,100,1,0
Dog,3,Mixed Breed,Female,Yellow,Cream,Medium,Short,Yes,No,Healthy,100,1,0
Cat,3,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,3,1
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,1,1
Cat,8,Calico,Female,Black,Golden,Small,Short,Yes,Yes,Minor Injury,0,1,1
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,5,0
Cat,4,Domestic Medium Hair,Male,Golden,No Color,Medium,Medium,Yes,No,Healthy,0,6,1
Cat,2,Domestic Short Hair,Female,Golden,No Color,Small,Short,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,200,3,0
Cat,4,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,14,1
Cat,2,Oriental Long Hair,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,1,1
Cat,11,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,3,1
Cat,2,Domestic Short Hair,Male,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,7,1
Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,7,1
Dog,24,Golden Retriever,Female,Golden,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,1
Dog,4,German Shepherd Dog,Male,Brown,No Color,Small,Medium,Not Sure,Not Sure,Healthy,150,0,0
Cat,2,Domestic Short Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,8,0
Cat,4,Domestic Short Hair,Female,Gray,No Color,Medium,Medium,Yes,No,Healthy,0,4,0
Dog,6,Mixed Breed,Female,Black,Yellow,Medium,Short,Not Sure,Not Sure,Healthy,0,4,1
Cat,2,Domestic Medium Hair,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,5,1
Cat,6,Domestic Medium Hair,Male,Black,Gray,Medium,Medium,Yes,No,Healthy,0,4,1
Dog,3,Mixed Breed,Female,Black,No Color,Small,Short,No,No,Healthy,0,1,1
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,4,1
Dog,18,Mixed Breed,Female,Brown,White,Small,Short,Yes,No,Healthy,0,5,0
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,1,0
Cat,36,Domestic Medium Hair,Male,Black,Gray,Large,Medium,Yes,Yes,Healthy,0,4,0
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,14,0
Cat,4,Domestic Short Hair,Female,Black,Golden,Small,Short,No,No,Healthy,0,1,0
Cat,3,American Shorthair,Female,Black,Golden,Medium,Short,No,No,Healthy,50,2,0
Cat,3,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,8,1
Cat,3,Domestic Short Hair,Female,Golden,Cream,Medium,Short,No,No,Healthy,0,4,1
Dog,60,Shih Tzu,Male,Golden,Cream,Small,Medium,Not Sure,Yes,Healthy,0,13,1
Cat,2,American Curl,Male,Cream,White,Large,Long,Not Sure,Not Sure,Healthy,350,2,1
Dog,3,Mixed Breed,Male,Golden,Cream,Medium,Medium,No,No,Healthy,0,6,1
Cat,4,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,2,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,1
Dog,51,Standard Poodle,Male,White,No Color,Large,Long,Yes,No,Healthy,0,1,1
Cat,9,Domestic Short Hair,Female,Cream,White,Medium,Short,No,No,Healthy,0,4,1
Cat,12,Domestic Short Hair,Male,Yellow,White,Large,Medium,No,No,Healthy,0,3,0
Dog,84,Samoyed,Male,White,No Color,Large,Long,Yes,Not Sure,Minor Injury,280,2,1
Dog,2,Mountain Dog,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,0,0
Cat,4,Oriental Short Hair,Female,Black,No Color,Medium,Medium,No,No,Healthy,50,5,0
Cat,3,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,300,4,1
Dog,2,Mixed Breed,Male,Black,Brown,Small,Short,No,No,Healthy,150,4,1
Cat,12,Domestic Short Hair,Female,Black,Yellow,Small,Short,Yes,Yes,Healthy,0,2,1
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,2,1
Dog,36,Cocker Spaniel,Female,Black,White,Small,Medium,Yes,Yes,Healthy,0,5,1
Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,0
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,Not Sure,Healthy,0,1,0
Cat,12,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,0
Cat,3,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,2,1
Dog,15,Shih Tzu,Female,White,No Color,Medium,Long,Yes,No,Healthy,0,5,1
Cat,3,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,1,1
Dog,3,Mixed Breed,Female,White,No Color,Small,Short,Not Sure,Not Sure,Minor Injury,0,0,0
Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Short,Yes,No,Healthy,0,10,1
Dog,6,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,2,1
Cat,2,Tiger,Male,Yellow,No Color,Small,Short,Yes,Yes,Healthy,0,2,1
Cat,36,Domestic Short Hair,Female,Gray,White,Medium,Short,Yes,No,Healthy,0,1,1
Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,0
Dog,1,Coonhound,Female,Black,White,Medium,Short,Not Sure,No,Healthy,0,4,1
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,5,1
Cat,1,Domestic Medium Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,5,1
Dog,2,Labrador Retriever,Male,Brown,White,Medium,Medium,No,No,Healthy,0,2,0
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,11,1
Cat,120,Japanese Bobtail,Female,Brown,Cream,Medium,Medium,Not Sure,Yes,Healthy,0,4,0
Dog,2,Mixed Breed,Male,Black,No Color,Large,Medium,Yes,No,Healthy,0,3,0
Cat,2,Domestic Short Hair,Male,Black,Yellow,Medium,Medium,No,Not Sure,Healthy,0,0,0
Cat,24,Siamese,Female,Brown,White,Small,Short,Not Sure,Yes,Healthy,50,3,1
Cat,3,Domestic Short Hair,Female,Yellow,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,3,1
Cat,11,Domestic Medium Hair,Female,Cream,White,Medium,Medium,Yes,No,Healthy,10,3,1
Cat,4,Domestic Short Hair,Male,Gray,No Color,Medium,Short,Yes,No,Healthy,0,2,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,1
Cat,3,Abyssinian,Male,Gray,White,Small,Short,No,No,Healthy,0,3,1
Dog,2,Mixed Breed,Female,Cream,White,Medium,Short,No,No,Healthy,0,1,0
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,1
Dog,48,German Shepherd Dog,Male,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,1,1
Dog,12,Poodle,Female,Black,No Color,Small,Medium,Not Sure,No,Healthy,1,1,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,5,1
Cat,36,Domestic Medium Hair,Female,Gray,White,Medium,Medium,Yes,Yes,Healthy,0,3,1
Dog,36,Collie,Male,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,1,0
Cat,2,Domestic Long Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,100,4,0
Cat,1,Domestic Medium Hair,Male,Black,Yellow,Medium,Medium,No,No,Healthy,0,1,0
Cat,12,Domestic Short Hair,Male,Brown,White,Medium,Medium,No,No,Healthy,0,0,0
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,3,1
Cat,8,Persian,Male,Golden,Yellow,Large,Medium,Yes,Yes,Healthy,0,3,1
Cat,11,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,1,0
Cat,2,Domestic Short Hair,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,7,1
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,50,2,1
Cat,1,Domestic Medium Hair,Female,Black,Yellow,Small,Medium,No,No,Healthy,0,4,1
Cat,9,British Shorthair,Male,White,No Color,Large,Medium,No,No,Healthy,250,1,1
Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,0
Dog,84,Bull Terrier,Female,White,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,0
Cat,6,Domestic Short Hair,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,3,1
Dog,4,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,10,1
Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,2,0
Cat,8,Calico,Female,Black,Brown,Small,Short,Not Sure,Yes,Healthy,0,5,0
Cat,3,Domestic Medium Hair,Female,Brown,Golden,Medium,Medium,No,No,Healthy,0,1,1
Dog,36,Mixed Breed,Male,Brown,Yellow,Medium,Short,Not Sure,Not Sure,Healthy,0,5,1
Dog,24,Mixed Breed,Female,Brown,Cream,Medium,Short,No,Yes,Healthy,0,2,0
Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,0
Cat,24,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,4,1
Cat,12,Domestic Short Hair,Female,Yellow,No Color,Small,Short,Not Sure,Yes,Healthy,0,2,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,1
Cat,6,Domestic Long Hair,Male,Yellow,Cream,Medium,Medium,Not Sure,No,Healthy,30,2,1
Dog,48,Poodle,Male,Cream,White,Small,Medium,Yes,Yes,Healthy,0,1,1
Cat,4,Bobtail,Male,Yellow,No Color,Medium,Short,Not Sure,No,Healthy,0,2,1
Cat,3,Domestic Short Hair,Male,Golden,White,Small,Short,Yes,No,Healthy,0,5,1
Cat,2,Domestic Medium Hair,Male,White,No Color,Medium,Medium,No,No,Healthy,0,3,1
Dog,1,Mixed Breed,Female,White,No Color,Medium,Short,Yes,No,Healthy,0,2,1
Dog,4,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,11,1
Dog,65,Maltese,Female,White,No Color,Small,Medium,Yes,Not Sure,Healthy,0,1,1
Dog,4,Mixed Breed,Female,Brown,White,Medium,Short,No,Yes,Healthy,150,6,1
Cat,6,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,5,1
Dog,1,Siberian Husky,Male,Black,Cream,Small,Medium,No,No,Healthy,0,1,1
Dog,3,Mixed Breed,Male,Black,Brown,Large,Short,Not Sure,Not Sure,Healthy,50,2,0
Cat,34,Persian,Female,Cream,Gray,Small,Medium,Not Sure,Not Sure,Healthy,0,5,1
Cat,12,Domestic Short Hair,Male,Black,White,Medium,Short,Not Sure,No,Healthy,50,1,0
Cat,24,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,4,0
Cat,17,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,6,1
Cat,14,Domestic Long Hair,Female,Golden,Cream,Medium,Long,No,No,Healthy,0,2,1
Dog,2,Labrador Retriever,Male,Gray,White,Medium,Medium,No,No,Healthy,0,1,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,7,1
Cat,36,Calico,Female,Black,Golden,Medium,Short,Yes,No,Healthy,100,5,0
Cat,5,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,0
Dog,2,Mixed Breed,Female,Black,Yellow,Medium,Medium,No,No,Healthy,0,4,0
Cat,1,Domestic Short Hair,Male,Golden,Yellow,Medium,Medium,No,No,Healthy,0,3,1
Dog,2,Mixed Breed,Female,Brown,No Color,Small,Short,No,No,Healthy,0,2,1
Dog,84,American Staffordshire Terrier,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,1
Cat,1,Domestic Medium Hair,Male,Black,White,Medium,Medium,No,No,Healthy,50,5,1
Cat,1,Domestic Medium Hair,Male,Golden,Cream,Medium,Medium,No,No,Healthy,40,5,1
Cat,12,Japanese Bobtail,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,1,0
Cat,5,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,5,1
